name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Hop Sun,Southern Tier Brewing Company,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.1%,85,85,Na,3.78 | pDev: 11.9%,3.78,11.9%,572,"1,474",Active,"May 15, 2004"
Berry Weiss,Jacob Leinenkugel Brewing Company,"Wisconsin, United States",American Pale Wheat BeerRanked #226,American Pale Wheat Beer,Ranked #226, 4.7%,"67Ranked #28,540",67,"Ranked #28,540",2.86 | pDev: 27.97%,2.86,27.97%,401,"1,422",Active,"Mar 25, 2002"
Fortunate Islands,Modern Times Beer,"California, United States",American Pale Wheat BeerRanked #10,American Pale Wheat Beer,Ranked #10, 5%,"91Ranked #7,059",91,"Ranked #7,059",4.08 | pDev: 8.33%,4.08,8.33%,244,"1,338",Active,"Jul 11, 2013"
Blue Moon Summer Honey Wheat,Blue Moon Brewing Company,"Colorado, United States",American Pale Wheat BeerRanked #223,American Pale Wheat Beer,Ranked #223, 5.2%,"72Ranked #28,166",72,"Ranked #28,166",3.11 | pDev: 19.94%,3.11,19.94%,175,"1,202",Active,"Jun 17, 2011"
Agave Wheat,Breckenridge Brewery,"Colorado, United States",American Pale Wheat BeerRanked #197,American Pale Wheat Beer,Ranked #197, 4.2%,"78Ranked #27,268",78,"Ranked #27,268",3.41 | pDev: 15.25%,3.41,15.25%,282,"1,141",Active,"Jan 24, 2008"
Wailua Wheat,Kona Brewing Co.,"Hawaii, United States",American Pale Wheat BeerRanked #209,American Pale Wheat Beer,Ranked #209, 5.4%,"77Ranked #27,499",77,"Ranked #27,499",3.36 | pDev: 16.67%,3.36,16.67%,402,"1,080",Active,"May 01, 2007"
Montana Trout Slayer Wheat Ale,Big Sky Brewing Company,"Montana, United States",American Pale Wheat BeerRanked #142,American Pale Wheat Beer,Ranked #142, 5%,"82Ranked #25,556",82,"Ranked #25,556",3.6 | pDev: 13.61%,3.6,13.61%,322,794,Active,"Sep 13, 2007"
Sweaty Betty Blonde,Boulder Beer / Wilderness Pub,"Colorado, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.2%,78,78,Na,3.42 | pDev: 15.79%,3.42,15.79%,312,771,Active,"Jun 06, 2004"
Blood and Honey,Revolver Brewing,"Texas, United States",American Pale Wheat BeerRanked #30,American Pale Wheat Beer,Ranked #30, 7%,"87Ranked #17,658",87,"Ranked #17,658",3.86 | pDev: 15.28%,3.86,15.28%,108,738,Active,"Oct 20, 2012"
Akari Shogun,Half Acre Beer Company,"Illinois, United States",American Pale Wheat BeerRanked #12,American Pale Wheat Beer,Ranked #12, 5.5%,"90Ranked #10,284",90,"Ranked #10,284",4.01 | pDev: 9.48%,4.01,9.48%,95,739,Active,"May 30, 2012"
Blue Star Great American Wheat Beer,North Coast Brewing Co.,"California, United States",American Pale Wheat BeerRanked #145,American Pale Wheat Beer,Ranked #145, 4.5%,"81Ranked #25,708",81,"Ranked #25,708",3.59 | pDev: 12.53%,3.59,12.53%,326,641,Active,"May 16, 2002"
SummerBright Ale,Breckenridge Brewery,"Colorado, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.5%,75,75,Na,3.24 | pDev: 14.81%,3.24,14.81%,220,637,Active,"Aug 30, 2002"
Summer Ale,Shipyard Brewing Company,"Maine, United States",American Pale Wheat BeerRanked #222,American Pale Wheat Beer,Ranked #222, 4.8%,"72Ranked #28,143",72,"Ranked #28,143",3.12 | pDev: 17.31%,3.12,17.31%,218,633,Active,"Jul 31, 2001"
Easy Street Wheat,Odell Brewing Company,"Colorado, United States",American Pale Wheat BeerRanked #33,American Pale Wheat Beer,Ranked #33, 4.6%,"87Ranked #17,654",87,"Ranked #17,654",3.86 | pDev: 12.44%,3.86,12.44%,198,618,Active,"Jan 24, 2001"
Pineapple Mana Wheat,Maui Brewing Co.,"Hawaii, United States",American Pale Wheat BeerRanked #171,American Pale Wheat Beer,Ranked #171, 5.5%,"80Ranked #26,393",80,"Ranked #26,393",3.53 | pDev: 14.73%,3.53,14.73%,174,588,Active,"Aug 02, 2010"
Dirty Blonde Ale,Atwater Brewery,"Michigan, United States",American Pale Wheat BeerRanked #218,American Pale Wheat Beer,Ranked #218, 4.5%,"75Ranked #27,872",75,"Ranked #27,872",3.24 | pDev: 16.98%,3.24,16.98%,128,557,Active,"May 31, 2008"
Samuel Adams Hopscape,Boston Beer Company (Samuel Adams),"Massachusetts, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.5%,83,83,Na,3.67 | pDev: 9.54%,3.67,9.54%,142,537,Active,"Aug 09, 2016"
Contact High,4 Hands Brewing Co.,"Missouri, United States",American Pale Wheat BeerRanked #65,American Pale Wheat Beer,Ranked #65, 5%,"85Ranked #21,753",85,"Ranked #21,753",3.76 | pDev: 11.44%,3.76,11.44%,70,523,Active,"Jul 01, 2012"
Solace,Firestone Walker Brewing Co.,"California, United States",American Pale Wheat BeerRanked #119,American Pale Wheat Beer,Ranked #119, 4.8%,"83Ranked #24,646",83,"Ranked #24,646",3.65 | pDev: 13.97%,3.65,13.97%,156,516,Active,"Apr 01, 2010"
Nicie,Short's Brewing Company,"Michigan, United States",American Pale Wheat BeerRanked #141,American Pale Wheat Beer,Ranked #141, 5.2%,"82Ranked #25,520",82,"Ranked #25,520",3.6 | pDev: 16.11%,3.6,16.11%,167,497,Active,"Jun 14, 2004"
Shock Top Wheat IPA,Anheuser-Busch,"Missouri, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.8%,65,65,Na,2.76 | pDev: 22.83%,2.76,22.83%,108,489,Active,"Jan 31, 2012"
Pier American Wheat Ale,Trillium Brewing Company,"Massachusetts, United States",American Pale Wheat BeerRanked #3,American Pale Wheat Beer,Ranked #3, 6.4%,"95Ranked #1,744",95,"Ranked #1,744",4.27 | pDev: 6.56%,4.27,6.56%,96,487,Active,"Sep 20, 2014"
Passion Fruit Kicker,Green Flash Brewing Co.,"California, United States",American Pale Wheat BeerRanked #94,American Pale Wheat Beer,Ranked #94, 5.5%,"83Ranked #23,739",83,"Ranked #23,739",3.69 | pDev: 11.65%,3.69,11.65%,107,459,Active,"Jun 20, 2015"
Jack Whacker Wheat Ale,Tommyknocker Brewery,"Colorado, United States",American Pale Wheat BeerRanked #196,American Pale Wheat Beer,Ranked #196, 4.7%,"78Ranked #27,230",78,"Ranked #27,230",3.41 | pDev: 16.72%,3.41,16.72%,228,428,Active,"Dec 16, 2001"
Orange Wheat,Hangar 24 Brewing,"California, United States",American Pale Wheat BeerRanked #177,American Pale Wheat Beer,Ranked #177, 4.6%,"80Ranked #26,559",80,"Ranked #26,559",3.51 | pDev: 16.52%,3.51,16.52%,88,408,Active,"Mar 22, 2008"
Ophelia Hoppy Wheat Ale,Breckenridge Brewery,"Colorado, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,81,81,Na,3.58 | pDev: 12.01%,3.58,12.01%,76,406,Active,"Dec 28, 2013"
White Gold,Ithaca Beer Company,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 8%,88,88,Na,3.92 | pDev: 13.01%,3.92,13.01%,194,403,Active,"Apr 23, 2007"
Summer Session,Peak Organic Brewing Company,"Maine, United States",American Pale Wheat BeerRanked #132,American Pale Wheat Beer,Ranked #132, 5%,"82Ranked #24,967",82,"Ranked #24,967",3.63 | pDev: 15.15%,3.63,15.15%,88,342,Active,"Jun 08, 2010"
Saranac Pomegranate Wheat,Matt Brewing Company / Saranac Brewery,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.7%,78,78,Na,3.39 | pDev: 15.63%,3.39,15.63%,255,340,Active,"Mar 24, 2007"
Mr. Pineapple,SanTan Brewing Co.,"Arizona, United States",American Pale Wheat BeerRanked #186,American Pale Wheat Beer,Ranked #186, 5%,"79Ranked #26,838",79,"Ranked #26,838",3.47 | pDev: 15.27%,3.47,15.27%,53,323,Active,"May 03, 2012"
Funk Blueberry Citrus Wheat,DuClaw Brewing Company,"Maryland, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,81,81,Na,3.59 | pDev: 12.81%,3.59,12.81%,57,307,Active,"Aug 19, 2003"
Saranac Summer Ale,Matt Brewing Company / Saranac Brewery,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.7%,72,72,Na,3.12 | pDev: 14.74%,3.12,14.74%,196,307,Active,"Apr 14, 2005"
Sun Block,Captain Lawrence Brewing Co.,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.5%,82,82,Na,3.62 | pDev: 12.98%,3.62,12.98%,66,303,Active,"Jul 05, 2007"
Road Jam,Two Roads Brewing Company,"Connecticut, United States",American Pale Wheat BeerRanked #202,American Pale Wheat Beer,Ranked #202, 5%,"78Ranked #27,297",78,"Ranked #27,297",3.39 | pDev: 15.34%,3.39,15.34%,49,297,Active,"Apr 14, 2014"
Canebrake,Parish Brewing Company,"Louisiana, United States",American Pale Wheat BeerRanked #170,American Pale Wheat Beer,Ranked #170, 4.9%,"80Ranked #26,330",80,"Ranked #26,330",3.53 | pDev: 13.31%,3.53,13.31%,52,295,Active,"Feb 23, 2011"
Willy Vanilly,Alpine Beer Company,"California, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.5%,84,84,Na,3.7 | pDev: 11.08%,3.7,11.08%,65,293,Active,"Jun 21, 2003"
Sharpshooter,Great Lakes Brewing Co.,"Ohio, United States",American Pale Wheat BeerRanked #163,American Pale Wheat Beer,Ranked #163, 4.8%,"81Ranked #26,130",81,"Ranked #26,130",3.55 | pDev: 10.42%,3.55,10.42%,62,290,Active,"Mar 21, 2015"
Pulp,Civil Society Brewing,"Florida, United States",American Pale Wheat BeerRanked #1,American Pale Wheat Beer,Ranked #1, 6.3%,96Ranked #824,96,Ranked #824,4.36 | pDev: 8.26%,4.36,8.26%,63,288,Active,"Jan 20, 2016"
3 Citrus Peel Out,Southern Tier Brewing Company,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 8.5%,86,86,Na,3.83 | pDev: 11.75%,3.83,11.75%,75,286,Active,"Jan 28, 2016"
Jungle Boogie,Marz Community Brewing,"Illinois, United States",American Pale Wheat BeerRanked #8,American Pale Wheat Beer,Ranked #8, 5.5%,"92Ranked #5,655",92,"Ranked #5,655",4.12 | pDev: 7.04%,4.12,7.04%,57,279,Active,"Oct 22, 2014"
Raspberry Wheat Ale,Southern Tier Brewing Company,"New York, United States",American Pale Wheat BeerRanked #221,American Pale Wheat Beer,Ranked #221, 4.5%,"73Ranked #28,070",73,"Ranked #28,070",3.14 | pDev: 18.79%,3.14,18.79%,177,272,Active,"Feb 10, 2007"
Island Wheat,Capital Brewery,"Wisconsin, United States",American Pale Wheat BeerRanked #207,American Pale Wheat Beer,Ranked #207, 4.2%,"77Ranked #27,390",77,"Ranked #27,390",3.37 | pDev: 13.95%,3.37,13.95%,105,271,Active,"Sep 06, 2005"
Stealin' Time Summer Wheat,Magic Hat Brewing Company,"Vermont, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.5%,76,76,Na,3.28 | pDev: 12.5%,3.28,12.5%,49,260,Active,"Dec 14, 2014"
Indian Summer,Lazy Magnolia Brewing Company,"Mississippi, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.68%,76,76,Na,3.29 | pDev: 13.68%,3.29,13.68%,122,235,Active,"Oct 04, 2007"
Drink'in the Sunbelt,Jester King Brewery,"Texas, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.3%,83,83,Na,3.69 | pDev: 17.07%,3.69,17.07%,65,234,Active,"Mar 17, 2011"
Yakima Wheat Ale,The Schlafly Tap Room,"Missouri, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,84,84,Na,3.7 | pDev: 10.54%,3.7,10.54%,54,232,Active,"Mar 19, 2012"
Water Gap Wheat,Appalachian Brewing Company,"Pennsylvania, United States",American Pale Wheat BeerRanked #217,American Pale Wheat Beer,Ranked #217, 4.5%,"75Ranked #27,852",75,"Ranked #27,852",3.23 | pDev: 15.79%,3.23,15.79%,99,225,Active,"Jul 29, 2002"
Thresher,Toppling Goliath Brewing Company,"Iowa, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.8%,92,92,Na,4.14 | pDev: 6.28%,4.14,6.28%,40,221,Active,"Jun 02, 2013"
Razz Wheat,Jackie O's Brewpub,"Ohio, United States",American Pale Wheat BeerRanked #89,American Pale Wheat Beer,Ranked #89, 5.5%,"84Ranked #23,365",84,"Ranked #23,365",3.7 | pDev: 10.81%,3.7,10.81%,36,218,Active,"Jan 05, 2007"
Sun Crusher,Revolution Brewing,"Illinois, United States",American Pale Wheat BeerRanked #60,American Pale Wheat Beer,Ranked #60, 5.3%,"85Ranked #21,290",85,"Ranked #21,290",3.77 | pDev: 9.02%,3.77,9.02%,44,217,Active,"Apr 03, 2017"
Uberon,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",American Pale Wheat BeerRanked #21,American Pale Wheat Beer,Ranked #21, 11.3%,"88Ranked #14,299",88,"Ranked #14,299",3.93 | pDev: 11.96%,3.93,11.96%,45,205,Active,"Jul 24, 2008"
1919,Choc Beer Co. / Pete's Place,"Oklahoma, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4%,77,77,Na,3.36 | pDev: 12.5%,3.36,12.5%,128,203,Active,"Feb 21, 2008"
Shenanigans Honey Wheat Ale,Indeed Brewing Company - Minneapolis,"Minnesota, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,79,79,Na,3.45 | pDev: 14.2%,3.45,14.2%,33,200,Active,"Sep 10, 2012"
Sea Rose Tart Cherry Wheat Ale,Ballast Point Brewing Company,"California, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4%,78,78,Na,3.42 | pDev: 11.99%,3.42,11.99%,59,196,Active,"Feb 15, 2017"
Willy,Alpine Beer Company,"California, United States",American Pale Wheat BeerRanked #208,American Pale Wheat Beer,Ranked #208, 4.9%,"77Ranked #27,444",77,"Ranked #27,444",3.35 | pDev: 13.43%,3.35,13.43%,61,192,Active,"Jun 21, 2003"
Blood Ov The Kings,Local Option,"Illinois, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 6%,81,81,Na,3.57 | pDev: 12.04%,3.57,12.04%,42,190,Active,"Jul 25, 2013"
Wet Hot American Wheat,Finch Beer Co.,"Illinois, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,81,81,Na,3.57 | pDev: 10.64%,3.57,10.64%,30,174,Active,"Jul 30, 2013"
Graffiti Orange,7venth (Seventh) Sun Brewery,"Florida, United States",American Pale Wheat BeerRanked #70,American Pale Wheat Beer,Ranked #70, 5.9%,"84Ranked #22,190",84,"Ranked #22,190",3.74 | pDev: 10.96%,3.74,10.96%,15,172,Active,"Mar 12, 2012"
Small Bird Series: Stumpy Duck,Trillium Brewing Company,"Massachusetts, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.6%,92,92,Na,4.12 | pDev: 6.8%,4.12,6.8%,18,171,Active,"Feb 08, 2014"
Wedding Ale,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 7.5%,84,84,Na,3.74 | pDev: 10.43%,3.74,10.43%,46,170,Active,"Jun 25, 2006"
Sunfish,Sea Dog Brewing Company,"Maine, United States",American Pale Wheat BeerRanked #179,American Pale Wheat Beer,Ranked #179, 4.6%,"80Ranked #26,533",80,"Ranked #26,533",3.5 | pDev: 15.71%,3.5,15.71%,31,169,Active,"Apr 08, 2014"
White Ale,Matt Brewing Company / Saranac Brewery,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.2%,82,82,Na,3.61 | pDev: 13.57%,3.61,13.57%,44,169,Active,"Jan 06, 2014"
Grass Monkey,SweetWater Brewing Company,"Georgia, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.4%,83,83,Na,3.67 | pDev: 9.81%,3.67,9.81%,37,168,Active,"Feb 06, 2017"
Dirty,Adirondack Pub & Brewery,"New York, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.3%,80,80,Na,3.49 | pDev: 14.04%,3.49,14.04%,30,167,Active,"Nov 22, 2010"
Starburst Wheat,Saugatuck Brewing Company,"Michigan, United States",American Pale Wheat BeerRanked #103,American Pale Wheat Beer,Ranked #103, 5.1%,"83Ranked #23,784",83,"Ranked #23,784",3.68 | pDev: 12.77%,3.68,12.77%,29,159,Active,"Jun 13, 2014"
Oberon - Mango Habañero,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",American Pale Wheat BeerRanked #31,American Pale Wheat Beer,Ranked #31, 6%,"87Ranked #17,115",87,"Ranked #17,115",3.87 | pDev: 12.4%,3.87,12.4%,34,158,Active,"Jul 25, 2014"
Summer,Wachusett Brewing Company,"Massachusetts, United States",American Pale Wheat BeerRanked #211,American Pale Wheat Beer,Ranked #211, 4.7%,"76Ranked #27,581",76,"Ranked #27,581",3.31 | pDev: 15.11%,3.31,15.11%,64,158,Active,"May 24, 2002"
Lemongrass Wheat Ale,Outer Banks Brewing Station,"North Carolina, United States",American Pale Wheat BeerRanked #39,American Pale Wheat Beer,Ranked #39, 5.3%,"86Ranked #18,426",86,"Ranked #18,426",3.84 | pDev: 10.94%,3.84,10.94%,48,157,Active,"Sep 18, 2002"
420 Strain Mango Kush Wheat Ale,SweetWater Brewing Company,"Georgia, United States",American Pale Wheat BeerRanked #40,American Pale Wheat Beer,Ranked #40, 5%,"86Ranked #18,424",86,"Ranked #18,424",3.84 | pDev: 10.68%,3.84,10.68%,49,156,Active,"Apr 03, 2019"
White Chocolate Ale,Sonoran Brewing Company,"Arizona, United States",American Pale Wheat BeerRanked #54,American Pale Wheat Beer,Ranked #54, 4.7%,"85Ranked #20,466",85,"Ranked #20,466",3.79 | pDev: 14.78%,3.79,14.78%,34,155,Active,"Dec 05, 2010"
Crispy Little,Suarez Family Brewery,"New York, United States",American Pale Wheat BeerRanked #6,American Pale Wheat Beer,Ranked #6, 4.6%,"93Ranked #3,626",93,"Ranked #3,626",4.19 | pDev: 5.25%,4.19,5.25%,32,150,Active,"Jun 23, 2016"
Sunny Little Thing,Sierra Nevada Brewing Co.,"California, United States",American Pale Wheat BeerRanked #95,American Pale Wheat Beer,Ranked #95, 5%,"84Ranked #23,501",84,"Ranked #23,501",3.69 | pDev: 8.67%,3.69,8.67%,53,149,Active,"Jan 19, 2022"
Golden Spike Hefeweizen,Uinta Brewing Company,"Utah, United States",American Pale Wheat BeerRanked #215,American Pale Wheat Beer,Ranked #215, 4%,"75Ranked #27,776",75,"Ranked #27,776",3.25 | pDev: 15.38%,3.25,15.38%,51,137,Active,"Aug 21, 2002"
Whitewater Hoppy Wheat Ale,Great Divide Brewing Company,"Colorado, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 6.1%,83,83,Na,3.67 | pDev: 10.08%,3.67,10.08%,42,133,Active,"Jul 17, 2015"
Archangel Summer Wheat,North Peak Brewing Company,"Michigan, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5%,78,78,Na,3.37 | pDev: 16.02%,3.37,16.02%,40,133,Active,"Jul 19, 2010"
Bearded Lady,Good People Brewing Company,"Alabama, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.2%,83,83,Na,3.67 | pDev: 14.44%,3.67,14.44%,24,132,Active,"Jul 17, 2012"
Curim Gold Celtic Wheat Beer,Carlow Brewing Company,Ireland,American Pale Wheat BeerRanked #219,American Pale Wheat Beer,Ranked #219, 4.3%,"74Ranked #27,915",74,"Ranked #27,915",3.18 | pDev: 16.35%,3.18,16.35%,96,132,Active,"Aug 08, 2002"
The Big O,O'so Brewing Company & Tap House,"Wisconsin, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.6%,76,76,Na,3.29 | pDev: 16.11%,3.29,16.11%,43,130,Active,"May 11, 2008"
Wildflower Wheat,Marble Brewery,"New Mexico, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.6%,80,80,Na,3.5 | pDev: 14.29%,3.5,14.29%,36,129,Active,"Jan 16, 2010"
Vermont Maple Wheat,Rock Art Brewery,"Vermont, United States",American Pale Wheat BeerRanked #156,American Pale Wheat Beer,Ranked #156, 6%,"81Ranked #25,822",81,"Ranked #25,822",3.56 | pDev: 14.61%,3.56,14.61%,28,121,Active,"Feb 28, 2003"
Lemongrass American Wheat,West Sixth Brewing Company,"Kentucky, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.75%,77,77,Na,3.33 | pDev: 16.82%,3.33,16.82%,19,120,Active,"Dec 08, 2013"
7th Street Wheat - Lemon Basil,New Orleans Lager & Ale Brewing Company (NOLA),"Louisiana, United States",American Pale Wheat BeerRanked #104,American Pale Wheat Beer,Ranked #104, 4.5%,"83Ranked #23,679",83,"Ranked #23,679",3.68 | pDev: 10.05%,3.68,10.05%,25,117,Active,"Jul 10, 2010"
Cloud Cutter,Great Lakes Brewing Co.,"Ohio, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.1%,82,82,Na,3.62 | pDev: 11.33%,3.62,11.33%,34,115,Active,"Nov 30, 2017"
Rarefied Air,Fiddlehead Brewing Company,"Vermont, United States",American Pale Wheat BeerRanked #16,American Pale Wheat Beer,Ranked #16, 5%,"89Ranked #11,534",89,"Ranked #11,534",3.99 | pDev: 8.77%,3.99,8.77%,20,115,Active,"Apr 13, 2015"
Native Ginger Wheat,Foley Brothers Brewing,"Vermont, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 6.3%,84,84,Na,3.73 | pDev: 12.87%,3.73,12.87%,21,115,Active,"Dec 30, 2012"
Smooth Sail Summer Ale,Heavy Seas Beer,"Maryland, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 4.5%,80,80,Na,3.47 | pDev: 12.39%,3.47,12.39%,26,111,Active,"Jan 19, 2015"
Beehive,Bristol Brewing Company,"Colorado, United States",American Pale Wheat BeerRanked #200,American Pale Wheat Beer,Ranked #200, 5%,"78Ranked #27,220",78,"Ranked #27,220",3.38 | pDev: 16.86%,3.38,16.86%,39,111,Active,"May 15, 2004"
Pomegranate Wheat Ale,Peak Organic Brewing Company,"Maine, United States",American Pale Wheat Beer,American Pale Wheat Beer,Na, 5.9%,74,74,Na,3.18 | pDev: 20.44%,3.18,20.44%,54,110,Active,"Feb 14, 2009"
Jerkface 9000,Parallel 49 Brewing Company,"British Columbia, Canada",American Pale Wheat BeerRanked #27,American Pale Wheat Beer,Ranked #27, 5%,"87Ranked #15,740",87,"Ranked #15,740",3.9 | pDev: 10.26%,3.9,10.26%,25,109,Active,"Feb 17, 2015"
Oberon Eclipse,Bell's Brewery - Eccentric Café & General Store,"Michigan, United States",American Pale Wheat BeerRanked #63,American Pale Wheat Beer,Ranked #63, 6.3%,"85Ranked #21,084",85,"Ranked #21,084",3.77 | pDev: 9.81%,3.77,9.81%,43,107,Active,"Feb 04, 2023"
Weihenstephaner Hefeweissbier Dunkel,Bayerische Staatsbrauerei Weihenstephan,Germany,DunkelweizenRanked #1,Dunkelweizen,Ranked #1, 5.3%,"94Ranked #1,958",94,"Ranked #1,958",4.25 | pDev: 10.12%,4.25,10.12%,"1,246","3,385",Active,"Jul 30, 2001"
Shiner Holiday Cheer,Spoetzl Brewery,"Texas, United States",DunkelweizenRanked #41,Dunkelweizen,Ranked #41, 5.4%,"81Ranked #26,000",81,"Ranked #26,000",3.57 | pDev: 17.37%,3.57,17.37%,490,"1,829",Active,"Oct 26, 2008"
Franziskaner Hefe-Weisse Dunkel,Spaten-Franziskaner-Bräu,Germany,DunkelweizenRanked #10,Dunkelweizen,Ranked #10, 5%,"86Ranked #19,030",86,"Ranked #19,030",3.83 | pDev: 12.27%,3.83,12.27%,833,"1,740",Active,"Jul 13, 2001"
Erdinger Weissbier Dunkel,Erdinger Weissbräu,Germany,DunkelweizenRanked #21,Dunkelweizen,Ranked #21, 5.3%,"85Ranked #21,819",85,"Ranked #21,819",3.76 | pDev: 12.5%,3.76,12.5%,716,"1,635",Active,"Nov 15, 2001"
Ayinger Urweisse,Ayinger Privatbrauerei,Germany,DunkelweizenRanked #2,Dunkelweizen,Ranked #2, 5.8%,"91Ranked #6,173",91,"Ranked #6,173",4.1 | pDev: 10%,4.1,10%,660,"1,340",Active,"Apr 05, 2002"
